match_number,winner,moves_count,loser's_pieces_left,loser's_moves_left
1,MiniMax_h1_h2,70,2,9
2,LookAhead_h2,92,3,12
3,MiniMax_h1_h2,87,2,6
4,MiniMax_h1_h2,75,4,14
5,LookAhead_h2,92,1,1
6,MiniMax_h1_h2,101,3,9
7,MiniMax_h1_h2,85,1,4
8,MiniMax_h1_h2,81,1,2
9,MiniMax_h1_h2,67,3,7
10,MiniMax_h1_h2,77,1,1
11,MiniMax_h1_h2,105,3,9
12,LookAhead_h2,84,3,11
13,LookAhead_h2,72,1,3
14,MiniMax_h1_h2,66,3,16
15,MiniMax_h1_h2,81,2,10
16,LookAhead_h2,90,4,13
17,MiniMax_h1_h2,83,2,8
18,LookAhead_h2,76,1,5
19,MiniMax_h1_h2,79,2,6
20,MiniMax_h1_h2,78,3,15
21,MiniMax_h1_h2,81,2,2
22,LookAhead_h2,100,1,7
23,MiniMax_h1_h2,83,1,7
24,LookAhead_h2,64,1,5
25,MiniMax_h1_h2,93,1,7
26,LookAhead_h2,92,1,1
27,MiniMax_h1_h2,87,1,1
28,MiniMax_h1_h2,103,2,8
29,MiniMax_h1_h2,91,2,5
30,LookAhead_h2,74,1,7
31,MiniMax_h1_h2,79,3,6
32,MiniMax_h1_h2,81,2,8
33,LookAhead_h2,86,1,3
34,MiniMax_h1_h2,81,2,4
35,MiniMax_h1_h2,83,2,7
36,MiniMax_h1_h2,91,1,4
37,LookAhead_h2,80,4,12
38,LookAhead_h2,82,1,3
39,LookAhead_h2,82,2,10
40,LookAhead_h2,80,3,9
41,LookAhead_h2,90,1,1
42,MiniMax_h1_h2,87,3,11
43,MiniMax_h1_h2,83,1,1
44,LookAhead_h2,82,1,3
45,MiniMax_h1_h2,99,1,1
46,LookAhead_h2,80,1,1
47,MiniMax_h1_h2,85,2,7
48,LookAhead_h2,70,1,5
49,LookAhead_h2,70,4,12
50,MiniMax_h1_h2,77,2,6
51,LookAhead_h2,84,2,8
52,LookAhead_h2,75,3,16
53,MiniMax_h1_h2,86,1,1
54,MiniMax_h1_h2,78,3,15
55,MiniMax_h1_h2,62,1,6
56,MiniMax_h1_h2,70,1,1
57,MiniMax_h1_h2,84,1,4
58,MiniMax_h1_h2,84,2,4
59,MiniMax_h1_h2,68,3,13
60,LookAhead_h2,87,1,1
61,LookAhead_h2,87,2,11
62,MiniMax_h1_h2,86,2,7
63,MiniMax_h1_h2,74,3,17
64,MiniMax_h1_h2,88,1,7
65,MiniMax_h1_h2,66,2,6
66,MiniMax_h1_h2,74,1,1
67,MiniMax_h1_h2,84,1,5
68,MiniMax_h1_h2,66,4,21
69,LookAhead_h2,79,2,15
70,LookAhead_h2,85,1,3
71,MiniMax_h1_h2,84,1,7
72,MiniMax_h1_h2,80,3,11
73,MiniMax_h1_h2,76,3,10
74,MiniMax_h1_h2,80,1,1
75,MiniMax_h1_h2,80,3,7
76,LookAhead_h2,75,4,15
77,MiniMax_h1_h2,74,2,9
78,LookAhead_h2,69,2,6
79,MiniMax_h1_h2,80,3,8
80,LookAhead_h2,109,1,1
81,LookAhead_h2,81,2,7
82,MiniMax_h1_h2,62,3,9
83,MiniMax_h1_h2,84,1,5
84,LookAhead_h2,87,2,6
85,LookAhead_h2,75,1,1
86,LookAhead_h2,67,1,5
87,MiniMax_h1_h2,78,2,4
88,MiniMax_h1_h2,88,1,1
89,MiniMax_h1_h2,66,4,17
90,LookAhead_h2,85,1,1
91,LookAhead_h2,97,1,4
92,MiniMax_h1_h2,82,2,5
93,MiniMax_h1_h2,72,1,8
94,LookAhead_h2,79,3,16
95,LookAhead_h2,74,2,16
96,MiniMax_h1_h2,74,1,6
97,MiniMax_h1_h2,70,3,11
98,MiniMax_h1_h2,82,2,8
99,MiniMax_h1_h2,62,3,17
100,MiniMax_h1_h2,104,1,5
101,LookAhead_h2,79,2,9
