match_number,winner,moves_count,loser's_pieces_left,loser's_moves_left
1,MiniMax_h2,78,4,14
2,MiniMax_h2,77,1,3
3,MiniMax_h2,93,2,10
4,MiniMax_h2,89,3,9
5,LookAhead_h1,84,2,7
6,LookAhead_h1,85,2,13
7,MiniMax_h2,89,2,4
8,MiniMax_h2,71,2,6
9,LookAhead_h1,108,1,5
10,MiniMax_h2,70,4,17
11,MiniMax_h2,95,3,6
12,LookAhead_h1,62,3,18
13,MiniMax_h2,83,2,13
14,LookAhead_h1,86,2,9
15,MiniMax_h2,91,1,1
16,MiniMax_h2,83,2,7
17,MiniMax_h2,63,4,15
18,MiniMax_h2,83,2,8
19,LookAhead_h1,92,1,7
20,LookAhead_h1,78,2,11
21,MiniMax_h2,91,2,5
22,LookAhead_h1,68,3,16
23,LookAhead_h1,64,1,7
24,MiniMax_h2,75,2,14
25,MiniMax_h2,79,1,3
26,LookAhead_h1,98,1,1
27,MiniMax_h2,83,2,7
28,MiniMax_h2,107,2,5
29,MiniMax_h2,87,3,6
30,LookAhead_h1,108,1,8
31,MiniMax_h2,75,1,5
32,MiniMax_h2,83,2,10
33,MiniMax_h2,91,2,4
34,MiniMax_h2,91,1,3
35,MiniMax_h2,85,1,1
36,LookAhead_h1,94,2,7
37,LookAhead_h1,84,1,7
38,LookAhead_h1,84,1,6
39,MiniMax_h2,85,1,12
40,LookAhead_h1,90,1,1
41,MiniMax_h2,99,1,3
42,MiniMax_h2,83,3,9
43,MiniMax_h2,91,1,1
44,MiniMax_h2,85,2,9
45,LookAhead_h1,94,1,7
46,MiniMax_h2,85,2,5
47,LookAhead_h1,78,2,8
48,MiniMax_h2,85,3,12
49,MiniMax_h2,81,3,8
50,MiniMax_h2,81,3,6
51,MiniMax_h2,103,1,1
52,LookAhead_h1,89,1,1
53,LookAhead_h1,85,2,6
54,MiniMax_h2,72,2,4
55,MiniMax_h2,67,4,24
56,LookAhead_h1,73,2,8
57,LookAhead_h1,79,2,8
58,LookAhead_h1,85,3,15
59,MiniMax_h2,67,3,19
60,MiniMax_h2,68,2,6
61,MiniMax_h2,76,1,5
62,MiniMax_h2,88,1,1
63,LookAhead_h1,75,1,4
64,MiniMax_h2,86,2,7
65,LookAhead_h1,83,1,1
66,MiniMax_h2,63,2,13
67,MiniMax_h2,90,2,5
68,LookAhead_h1,91,2,6
69,MiniMax_h2,76,2,7
70,MiniMax_h2,84,1,1
71,LookAhead_h1,81,1,1
72,LookAhead_h1,63,4,13
73,MiniMax_h2,74,3,8
74,LookAhead_h1,89,1,1
75,LookAhead_h1,97,1,6
76,LookAhead_h1,73,1,4
77,LookAhead_h1,81,2,4
78,LookAhead_h1,97,2,8
79,LookAhead_h1,63,3,10
80,MiniMax_h2,86,2,6
81,MiniMax_h2,86,2,4
82,LookAhead_h1,79,1,8
83,MiniMax_h2,89,3,20
84,LookAhead_h1,89,1,3
85,MiniMax_h2,90,2,8
86,LookAhead_h1,75,2,3
87,MiniMax_h2,80,2,4
88,LookAhead_h1,95,1,1
89,MiniMax_h2,76,1,3
90,MiniMax_h2,72,2,8
91,LookAhead_h1,81,1,12
92,LookAhead_h1,83,1,5
93,LookAhead_h1,87,1,1
94,LookAhead_h1,81,1,5
95,LookAhead_h1,91,1,4
96,MiniMax_h2,84,2,8
97,LookAhead_h1,83,3,13
98,LookAhead_h1,91,2,8
99,LookAhead_h1,73,1,4
100,LookAhead_h1,95,1,2
101,LookAhead_h1,75,2,5
