match_number,winner,moves_count,loser's_pieces_left,loser's_moves_left
1,LookAhead_h1,82,2,6
2,LookAhead_h1,101,1,4
3,LookAhead_h1,87,1,8
4,MCTSAI,94,2,4
5,LookAhead_h1,103,1,8
6,LookAhead_h1,68,4,25
7,MCTSAI,104,2,4
8,MCTSAI,96,1,3
9,LookAhead_h1,83,3,15
10,LookAhead_h1,85,1,5
11,LookAhead_h1,91,1,3
12,MCTSAI,92,2,3
13,LookAhead_h1,95,2,6
14,LookAhead_h1,87,3,8
15,LookAhead_h1,83,4,15
16,LookAhead_h1,85,3,9
17,LookAhead_h1,63,2,13
18,LookAhead_h1,77,2,12
19,LookAhead_h1,87,1,7
20,MCTSAI,78,1,12
21,LookAhead_h1,99,1,1
22,LookAhead_h1,93,2,8
23,LookAhead_h1,99,1,5
24,LookAhead_h1,81,4,18
25,LookAhead_h1,67,4,21
26,MCTSAI,88,1,3
27,LookAhead_h1,71,2,9
28,LookAhead_h1,91,1,1
29,MCTSAI,92,1,3
30,MCTSAI,72,2,13
31,LookAhead_h1,81,3,11
32,LookAhead_h1,91,3,18
33,LookAhead_h1,75,2,5
34,LookAhead_h1,75,2,3
35,MCTSAI,74,3,10
36,LookAhead_h1,85,1,4
37,LookAhead_h1,85,3,6
38,LookAhead_h1,81,3,6
39,MCTSAI,100,1,5
40,MCTSAI,74,3,13
41,LookAhead_h1,95,1,7
42,LookAhead_h1,81,3,14
43,MCTSAI,78,2,5
44,LookAhead_h1,73,2,23
45,MCTSAI,90,1,1
46,LookAhead_h1,81,4,14
47,LookAhead_h1,85,2,5
48,LookAhead_h1,89,3,12
49,LookAhead_h1,83,3,13
50,LookAhead_h1,81,3,10
51,LookAhead_h1,87,3,14
52,LookAhead_h1,90,2,8
53,LookAhead_h1,72,5,28
54,LookAhead_h1,88,3,10
55,LookAhead_h1,88,1,1
56,LookAhead_h1,102,1,5
57,LookAhead_h1,78,3,17
58,LookAhead_h1,102,1,7
59,MCTSAI,93,1,3
60,MCTSAI,99,1,3
61,LookAhead_h1,86,1,1
62,LookAhead_h1,100,1,1
63,LookAhead_h1,87,3,17
64,LookAhead_h1,76,3,19
65,MCTSAI,103,2,4
66,MCTSAI,99,2,4
67,LookAhead_h1,94,2,4
68,LookAhead_h1,78,3,20
69,MCTSAI,99,1,3
70,MCTSAI,91,3,9
71,MCTSAI,125,2,4
72,LookAhead_h1,92,1,1
73,MCTSAI,91,2,4
74,LookAhead_h1,72,2,13
75,LookAhead_h1,86,2,9
76,LookAhead_h1,86,3,8
77,LookAhead_h1,80,2,19
78,MCTSAI,91,2,6
79,MCTSAI,85,2,8
80,LookAhead_h1,86,4,15
81,LookAhead_h1,100,1,3
82,LookAhead_h1,100,1,5
83,LookAhead_h1,86,2,7
84,MCTSAI,89,3,6
85,LookAhead_h1,92,3,14
86,MCTSAI,83,3,13
87,LookAhead_h1,86,1,1
88,LookAhead_h1,88,2,7
89,LookAhead_h1,88,2,7
90,MCTSAI,99,1,5
91,MCTSAI,81,3,10
92,MCTSAI,89,2,15
93,LookAhead_h1,116,1,1
94,LookAhead_h1,84,3,23
95,LookAhead_h1,82,2,7
96,LookAhead_h1,80,2,7
97,LookAhead_h1,73,4,17
98,MCTSAI,78,3,18
99,LookAhead_h1,100,2,9
100,MCTSAI,97,2,4
101,MCTSAI,89,1,1
