match_number,winner,moves_count,loser's_pieces_left,loser's_moves_left
1,AStarAI_h2,136,4,11
2,AStarAI_h2,115,3,10
3,AStarAI_h2,135,2,9
4,AStarAI_h2,121,4,12
5,AStarAI_h2,113,6,21
6,AStarAI_h2,95,4,28
7,AStarAI_h2,121,4,17
8,AStarAI_h2,135,4,14
9,AStarAI_h2,131,5,22
10,AStarAI_h2,133,4,22
11,AStarAI_h2,129,3,9
12,AStarAI_h2,147,2,12
13,AStarAI_h2,133,2,10
14,AStarAI_h2,123,3,14
15,AStarAI_h2,127,4,11
16,AStarAI_h2,121,5,15
17,AStarAI_h2,133,1,5
18,AStarAI_h2,111,4,29
19,AStarAI_h2,131,4,18
20,AStarAI_h2,125,6,17
21,AStarAI_h2,143,3,12
22,AStarAI_h2,125,6,30
23,AStarAI_h2,123,2,8
24,-,~,-
25,AStarAI_h2,125,5,23
26,AStarAI_h2,113,5,26
27,AStarAI_h2,99,7,41
28,AStarAI_h2,121,4,13
29,AStarAI_h2,119,7,30
30,AStarAI_h2,123,3,11
31,AStarAI_h2,133,5,21
32,AStarAI_h2,135,2,10
33,AStarAI_h2,113,6,38
34,AStarAI_h2,111,3,14
35,AStarAI_h2,127,5,27
36,AStarAI_h2,105,5,29
37,AStarAI_h2,117,5,27
38,AStarAI_h2,143,3,9
39,AStarAI_h2,105,5,26
40,AStarAI_h2,107,4,18
41,AStarAI_h2,141,2,4
42,AStarAI_h2,117,4,16
43,AStarAI_h2,105,4,19
44,AStarAI_h2,145,1,4
45,AStarAI_h2,123,5,27
46,AStarAI_h2,129,1,2
47,AStarAI_h2,127,6,29
48,AStarAI_h2,119,6,27
49,AStarAI_h2,119,4,18
50,AStarAI_h2,111,3,16
51,AStarAI_h2,115,6,23
52,AStarAI_h2,125,3,6
53,AStarAI_h2,131,2,8
54,AStarAI_h2,135,2,11
55,AStarAI_h2,119,3,16
56,AStarAI_h2,125,5,20
57,AStarAI_h2,137,2,5
58,AStarAI_h2,143,4,17
59,AStarAI_h2,127,2,4
60,AStarAI_h2,139,2,6
61,AStarAI_h2,115,5,24
62,ChooseGreedyNodeAI_h1,138,1,5
63,AStarAI_h2,121,4,15
64,AStarAI_h2,115,4,14
65,AStarAI_h2,125,2,4
66,AStarAI_h2,125,2,12
67,AStarAI_h2,111,3,9
68,AStarAI_h2,119,5,22
69,AStarAI_h2,141,4,19
70,AStarAI_h2,129,4,19
71,AStarAI_h2,119,2,12
72,AStarAI_h2,133,4,16
73,AStarAI_h2,123,4,13
74,AStarAI_h2,129,3,9
75,AStarAI_h2,127,3,12
76,AStarAI_h2,121,4,12
77,-,~,-
78,AStarAI_h2,135,3,11
79,AStarAI_h2,127,3,17
80,AStarAI_h2,127,4,13
81,AStarAI_h2,135,4,30
82,AStarAI_h2,131,2,8
83,AStarAI_h2,135,5,19
84,AStarAI_h2,115,6,30
85,AStarAI_h2,125,5,17
86,AStarAI_h2,119,4,13
87,AStarAI_h2,149,3,8
88,AStarAI_h2,135,4,22
89,AStarAI_h2,137,4,13
90,AStarAI_h2,103,6,19
91,AStarAI_h2,121,3,17
92,AStarAI_h2,93,5,28
93,AStarAI_h2,155,3,11
94,AStarAI_h2,109,7,31
95,AStarAI_h2,139,2,4
96,AStarAI_h2,123,4,13
97,AStarAI_h2,121,3,17
98,AStarAI_h2,113,4,17
99,AStarAI_h2,101,4,19
100,AStarAI_h2,129,4,13
