match_number,winner,moves_count,loser's_pieces_left,loser's_moves_left
1,MiniMax_h2,98,4,15
2,MiniMax_h2,81,4,25
3,MiniMax_h2,91,7,31
4,MiniMax_h2,95,5,23
5,MiniMax_h2,87,5,26
6,MiniMax_h2,95,4,20
7,MiniMax_h2,89,6,30
8,MiniMax_h2,71,6,21
9,MiniMax_h2,99,5,26
10,MiniMax_h2,87,6,39
11,MiniMax_h2,93,4,28
12,MiniMax_h2,73,10,55
13,MiniMax_h2,85,7,38
14,MiniMax_h2,91,6,32
15,MiniMax_h2,101,4,23
16,MiniMax_h2,81,6,26
17,MiniMax_h2,97,6,33
18,MiniMax_h2,105,5,26
19,MiniMax_h2,86,6,40
20,MiniMax_h2,83,6,33
21,MiniMax_h2,97,7,35
22,MiniMax_h2,91,6,25
23,MiniMax_h2,73,4,30
24,MiniMax_h2,79,5,23
25,MiniMax_h2,103,4,21
26,MiniMax_h2,93,5,26
27,MiniMax_h2,77,6,37
28,MiniMax_h2,107,6,21
29,MiniMax_h2,89,6,31
30,MiniMax_h2,103,4,26
31,MiniMax_h2,87,6,22
32,MiniMax_h2,93,6,29
33,MiniMax_h2,101,6,32
34,MiniMax_h2,117,4,13
35,MiniMax_h2,87,5,36
36,MiniMax_h2,77,5,30
37,MiniMax_h2,89,7,31
38,MiniMax_h2,89,7,41
39,MiniMax_h2,99,5,31
40,MiniMax_h2,97,4,19
41,MiniMax_h2,75,8,43
42,MiniMax_h2,99,5,33
43,MiniMax_h2,101,5,42
44,MiniMax_h2,91,5,26
45,MiniMax_h2,87,5,21
46,MiniMax_h2,91,5,17
47,MiniMax_h2,91,7,38
48,MiniMax_h2,83,6,32
49,MiniMax_h2,71,7,53
50,MiniMax_h2,55,8,73
51,MiniMax_h2,79,5,22
52,MiniMax_h2,98,7,35
53,MiniMax_h2,102,7,27
54,MiniMax_h2,86,7,50
55,MiniMax_h2,82,6,34
56,MiniMax_h2,108,5,30
57,MiniMax_h2,98,6,26
58,MiniMax_h2,84,7,41
59,MiniMax_h2,92,5,41
60,MiniMax_h2,98,6,31
61,MiniMax_h2,76,7,42
62,MiniMax_h2,82,4,24
63,MiniMax_h2,78,4,25
64,MiniMax_h2,108,6,33
65,MiniMax_h2,106,6,32
66,MiniMax_h2,100,7,52
67,MiniMax_h2,90,5,24
68,MiniMax_h2,82,6,37
69,MiniMax_h2,104,4,22
70,MiniMax_h2,88,3,16
71,MiniMax_h2,86,6,25
72,MiniMax_h2,104,4,18
73,MiniMax_h2,78,6,26
74,MiniMax_h2,76,6,44
75,MiniMax_h2,98,3,13
76,MiniMax_h2,100,6,32
77,MiniMax_h2,72,5,35
78,MiniMax_h2,112,3,11
79,MiniMax_h2,82,6,25
80,MiniMax_h2,88,5,26
81,MiniMax_h2,94,5,29
82,MiniMax_h2,70,9,47
83,MiniMax_h2,100,4,35
84,MiniMax_h2,90,4,25
85,MiniMax_h2,88,5,29
86,MiniMax_h2,84,6,31
87,MiniMax_h2,94,6,28
88,MiniMax_h2,84,4,25
89,MiniMax_h2,92,5,30
90,MiniMax_h2,100,3,14
91,MiniMax_h2,86,9,50
92,MiniMax_h2,78,3,13
93,MiniMax_h2,80,6,45
94,MiniMax_h2,86,7,36
95,MiniMax_h2,82,6,33
96,MiniMax_h2,86,7,48
97,MiniMax_h2,98,5,29
98,MiniMax_h2,84,7,34
99,MiniMax_h2,106,5,26
100,MiniMax_h2,108,5,31
101,MiniMax_h2,110,5,31
