match_number,winner,moves_count,loser's_pieces_left,loser's_moves_left
1,MiniMax_h1_h2,88,5,27
2,MiniMax_h1_h2,75,6,20
3,MiniMax_h1_h2,89,7,39
4,MiniMax_h1_h2,95,5,23
5,MiniMax_h1_h2,85,6,31
6,MiniMax_h1_h2,87,4,27
7,MiniMax_h1_h2,101,6,38
8,MiniMax_h1_h2,99,4,13
9,MiniMax_h1_h2,89,4,22
10,MiniMax_h1_h2,91,6,32
11,MiniMax_h1_h2,81,7,31
12,MiniMax_h1_h2,77,4,20
13,MiniMax_h1_h2,85,6,36
14,MiniMax_h1_h2,97,5,26
15,MiniMax_h1_h2,79,6,36
16,MiniMax_h1_h2,107,5,24
17,MiniMax_h1_h2,75,7,39
18,MiniMax_h1_h2,71,7,46
19,MiniMax_h1_h2,93,5,27
20,MiniMax_h1_h2,97,4,20
21,MiniMax_h1_h2,97,6,24
22,MiniMax_h1_h2,85,6,26
23,MiniMax_h1_h2,81,8,55
24,MiniMax_h1_h2,81,6,35
25,MiniMax_h1_h2,95,5,25
26,MiniMax_h1_h2,83,6,34
27,MiniMax_h1_h2,93,6,27
28,MiniMax_h1_h2,83,5,27
29,MiniMax_h1_h2,75,7,41
30,MiniMax_h1_h2,87,7,36
31,MiniMax_h1_h2,89,5,34
32,MiniMax_h1_h2,89,4,22
33,MiniMax_h1_h2,71,6,41
34,MiniMax_h1_h2,83,4,22
35,MiniMax_h1_h2,77,6,30
36,MiniMax_h1_h2,81,7,38
37,MiniMax_h1_h2,101,6,37
38,MiniMax_h1_h2,85,5,25
39,MiniMax_h1_h2,73,6,37
40,MiniMax_h1_h2,119,6,32
41,MiniMax_h1_h2,103,5,21
42,MiniMax_h1_h2,105,4,19
43,MiniMax_h1_h2,103,5,26
44,MiniMax_h1_h2,59,9,49
45,MiniMax_h1_h2,111,5,22
46,MiniMax_h1_h2,87,5,30
47,MiniMax_h1_h2,103,6,29
48,MiniMax_h1_h2,83,5,29
49,MiniMax_h1_h2,77,7,42
50,MiniMax_h1_h2,87,4,21
51,MiniMax_h1_h2,97,5,17
52,MiniMax_h1_h2,90,4,21
53,MiniMax_h1_h2,92,5,24
54,MiniMax_h1_h2,102,4,22
55,MiniMax_h1_h2,86,7,53
56,MiniMax_h1_h2,106,5,35
57,MiniMax_h1_h2,94,5,30
58,MiniMax_h1_h2,82,6,35
59,MiniMax_h1_h2,72,7,56
60,MiniMax_h1_h2,44,10,87
61,MiniMax_h1_h2,90,6,35
62,MiniMax_h1_h2,86,7,49
63,MiniMax_h1_h2,88,5,25
64,MiniMax_h1_h2,60,6,47
65,MiniMax_h1_h2,78,6,39
66,MiniMax_h1_h2,82,6,33
67,MiniMax_h1_h2,96,5,30
68,MiniMax_h1_h2,108,5,25
69,MiniMax_h1_h2,78,8,57
70,MiniMax_h1_h2,92,4,23
71,MiniMax_h1_h2,72,6,47
72,MiniMax_h1_h2,116,4,23
73,MiniMax_h1_h2,92,5,29
74,MiniMax_h1_h2,84,8,49
75,MiniMax_h1_h2,94,5,24
76,MiniMax_h1_h2,100,5,22
77,MiniMax_h1_h2,116,5,26
78,MiniMax_h1_h2,90,2,9
79,MiniMax_h1_h2,112,4,26
80,MiniMax_h1_h2,98,5,33
81,MiniMax_h1_h2,80,6,47
82,MiniMax_h1_h2,72,4,34
83,MiniMax_h1_h2,88,4,22
84,MiniMax_h1_h2,98,4,16
85,MiniMax_h1_h2,95,4,31
86,MiniMax_h1_h2,88,5,30
87,MiniMax_h1_h2,100,6,40
88,MiniMax_h1_h2,82,5,18
89,MiniMax_h1_h2,92,6,32
90,MiniMax_h1_h2,92,6,34
91,MiniMax_h1_h2,76,5,24
92,MiniMax_h1_h2,74,6,39
93,MiniMax_h1_h2,104,4,29
94,MiniMax_h1_h2,102,6,34
95,MiniMax_h1_h2,98,7,37
96,MiniMax_h1_h2,70,9,49
97,MiniMax_h1_h2,82,4,15
98,MiniMax_h1_h2,94,6,40
99,MiniMax_h1_h2,68,7,57
100,MiniMax_h1_h2,34,8,84
101,MiniMax_h1_h2,98,5,28
