match_number,winner,moves_count,loser's_pieces_left,loser's_moves_left
1,AStarAI_h1,116,4,25
2,AStarAI_h1,113,6,26
3,AStarAI_h1,111,4,17
4,AStarAI_h1,125,5,21
5,AStarAI_h1,137,4,14
6,AStarAI_h1,139,2,9
7,AStarAI_h1,157,2,7
8,AStarAI_h1,159,2,8
9,AStarAI_h1,123,2,7
10,AStarAI_h1,119,4,18
11,AStarAI_h1,131,3,13
12,AStarAI_h1,101,4,19
13,AStarAI_h1,113,4,22
14,AStarAI_h1,95,6,32
15,AStarAI_h1,117,7,34
16,AStarAI_h1,107,6,16
17,AStarAI_h1,125,6,30
18,AStarAI_h1,137,5,17
19,AStarAI_h1,123,4,16
20,AStarAI_h1,151,2,9
21,AStarAI_h1,127,4,13
22,AStarAI_h1,117,6,37
23,AStarAI_h1,127,1,5
24,AStarAI_h1,133,4,17
25,AStarAI_h1,113,4,15
26,AStarAI_h1,149,3,8
27,AStarAI_h1,159,1,7
28,AStarAI_h1,141,2,10
29,-,~,-
30,AStarAI_h1,133,1,1
31,AStarAI_h1,105,7,37
32,AStarAI_h1,127,4,14
33,AStarAI_h1,135,3,11
34,AStarAI_h1,133,1,1
35,AStarAI_h1,141,1,1
36,AStarAI_h1,97,7,31
37,AStarAI_h1,105,4,19
38,AStarAI_h1,125,5,22
39,AStarAI_h1,139,3,9
40,AStarAI_h1,141,3,10
41,AStarAI_h1,137,2,12
42,AStarAI_h1,117,5,22
43,AStarAI_h1,129,4,15
44,AStarAI_h1,145,4,15
45,-,~,-
46,-,~,-
47,AStarAI_h1,111,4,31
48,AStarAI_h1,133,1,5
49,-,~,-
50,AStarAI_h1,125,1,1
51,AStarAI_h1,143,4,20
52,AStarAI_h1,111,5,27
53,AStarAI_h1,137,5,23
54,-,~,-
55,AStarAI_h1,109,5,25
56,AStarAI_h1,113,3,12
57,AStarAI_h1,151,2,9
58,AStarAI_h1,149,4,16
59,AStarAI_h1,115,4,17
60,AStarAI_h1,129,2,4
61,AStarAI_h1,117,5,20
62,AStarAI_h1,139,3,13
63,AStarAI_h1,97,6,42
64,AStarAI_h1,131,6,23
65,AStarAI_h1,101,5,29
66,AStarAI_h1,131,2,3
67,AStarAI_h1,97,4,24
68,AStarAI_h1,123,3,12
69,AStarAI_h1,117,4,20
70,AStarAI_h1,113,7,26
71,AStarAI_h1,131,3,12
72,AStarAI_h1,113,4,20
73,AStarAI_h1,121,6,25
74,AStarAI_h1,121,5,20
75,AStarAI_h1,135,4,21
76,AStarAI_h1,117,6,29
77,-,~,-
78,AStarAI_h1,109,4,24
79,AStarAI_h1,133,2,4
80,AStarAI_h1,145,2,5
81,AStarAI_h1,123,4,15
82,AStarAI_h1,121,4,10
83,AStarAI_h1,119,4,17
84,AStarAI_h1,125,4,12
85,AStarAI_h1,105,4,20
86,AStarAI_h1,119,6,29
87,AStarAI_h1,131,4,19
88,AStarAI_h1,119,2,6
89,-,~,-
90,ChooseGreedyNodeAI_h2,130,1,3
91,AStarAI_h1,117,6,22
92,AStarAI_h1,153,2,6
93,AStarAI_h1,125,4,17
94,AStarAI_h1,139,3,13
95,AStarAI_h1,121,4,10
96,AStarAI_h1,109,8,37
97,AStarAI_h1,119,4,14
98,AStarAI_h1,115,5,25
99,AStarAI_h1,93,10,43
100,-,~,-
