match_number,winner,moves_count,loser's_pieces_left,loser's_moves_left
1,MCTSAI,105,2,6
2,StochasticBestGreedy_h1,117,1,4
3,MCTSAI,88,4,24
4,MCTSAI,84,4,18
5,MCTSAI,92,4,18
6,MCTSAI,110,1,1
7,MCTSAI,82,4,14
8,MCTSAI,108,2,5
9,MCTSAI,88,3,15
10,MCTSAI,122,1,5
11,StochasticBestGreedy_h1,101,1,5
12,StochasticBestGreedy_h1,113,3,11
13,MCTSAI,108,2,9
14,MCTSAI,98,2,14
15,MCTSAI,82,3,18
16,MCTSAI,92,4,24
17,MCTSAI,96,3,17
18,MCTSAI,96,2,6
19,MCTSAI,106,1,3
20,MCTSAI,100,2,6
21,MCTSAI,118,2,8
22,MCTSAI,100,3,14
23,MCTSAI,80,4,25
24,MCTSAI,100,3,4
25,MCTSAI,120,2,6
26,MCTSAI,100,1,3
27,MCTSAI,120,1,3
28,MCTSAI,106,2,7
29,MCTSAI,92,4,25
30,MCTSAI,116,2,5
31,MCTSAI,94,3,12
32,MCTSAI,78,3,21
33,MCTSAI,106,1,1
34,MCTSAI,104,1,4
35,MCTSAI,102,3,14
36,MCTSAI,98,3,13
37,MCTSAI,92,3,7
38,MCTSAI,108,2,7
39,MCTSAI,78,2,4
40,MCTSAI,106,2,6
41,MCTSAI,96,2,11
42,MCTSAI,94,4,17
43,MCTSAI,94,4,19
44,MCTSAI,96,5,21
45,MCTSAI,116,1,3
46,MCTSAI,90,3,11
47,MCTSAI,74,5,26
48,MCTSAI,86,2,6
49,MCTSAI,118,2,6
50,MCTSAI,118,2,7
51,MCTSAI,92,5,30
52,MCTSAI,75,5,22
53,MCTSAI,79,5,50
54,MCTSAI,87,5,44
55,MCTSAI,109,5,28
56,MCTSAI,91,6,31
57,MCTSAI,75,6,60
58,MCTSAI,115,4,28
59,MCTSAI,119,5,30
60,MCTSAI,93,5,42
61,MCTSAI,121,5,22
62,MCTSAI,95,5,30
63,MCTSAI,113,5,25
64,MCTSAI,121,4,24
65,MCTSAI,111,7,48
66,MCTSAI,85,6,32
67,MCTSAI,113,6,42
68,MCTSAI,93,6,40
69,MCTSAI,87,5,33
70,MCTSAI,111,6,44
71,MCTSAI,99,5,21
72,MCTSAI,109,5,23
73,MCTSAI,99,7,44
74,MCTSAI,105,5,24
75,MCTSAI,101,5,35
76,MCTSAI,97,5,35
77,MCTSAI,107,7,37
78,MCTSAI,95,7,56
79,MCTSAI,95,6,47
80,MCTSAI,93,5,27
81,MCTSAI,93,6,45
82,MCTSAI,71,7,55
83,MCTSAI,99,7,45
84,MCTSAI,93,5,43
85,MCTSAI,81,8,52
86,MCTSAI,107,6,41
87,MCTSAI,73,8,59
88,MCTSAI,99,5,41
89,MCTSAI,99,5,25
90,MCTSAI,101,6,46
91,MCTSAI,93,4,19
92,MCTSAI,95,5,30
93,MCTSAI,87,5,27
94,MCTSAI,81,8,42
95,MCTSAI,73,5,39
96,MCTSAI,113,6,45
97,MCTSAI,75,7,64
98,MCTSAI,105,3,10
99,MCTSAI,85,8,50
100,MCTSAI,105,6,34
101,MCTSAI,93,7,43
