match_number,winner,moves_count,loser's_pieces_left,loser's_moves_left
1,StochasticBestGreedy_h1,86,10,90
2,StochasticBestGreedy_h1,26,10,116
3,StochasticBestGreedy_h1,107,10,93
4,StochasticBestGreedy_h1,81,10,91
5,StochasticBestGreedy_h1,79,10,100
6,StochasticBestGreedy_h1,104,10,95
7,StochasticBestGreedy_h1,91,10,93
8,StochasticBestGreedy_h1,77,10,99
9,StochasticBestGreedy_h1,87,10,98
10,StochasticBestGreedy_h1,111,10,84
11,StochasticBestGreedy_h1,93,10,86
12,StochasticBestGreedy_h1,113,10,82
13,StochasticBestGreedy_h1,103,9,91
14,StochasticBestGreedy_h1,79,10,87
15,StochasticBestGreedy_h1,87,10,92
16,StochasticBestGreedy_h1,97,10,101
17,StochasticBestGreedy_h1,101,10,87
18,StochasticBestGreedy_h1,75,10,104
19,StochasticBestGreedy_h1,101,10,98
20,StochasticBestGreedy_h1,105,10,84
21,StochasticBestGreedy_h1,20,10,118
22,StochasticBestGreedy_h1,50,10,105
23,StochasticBestGreedy_h1,85,10,88
24,StochasticBestGreedy_h1,97,10,90
25,StochasticBestGreedy_h1,57,10,93
26,StochasticBestGreedy_h1,63,10,107
27,StochasticBestGreedy_h1,63,10,107
28,StochasticBestGreedy_h1,92,10,97
29,StochasticBestGreedy_h1,91,10,99
30,StochasticBestGreedy_h1,79,10,101
31,StochasticBestGreedy_h1,39,10,111
32,StochasticBestGreedy_h1,105,10,81
33,StochasticBestGreedy_h1,105,10,93
34,StochasticBestGreedy_h1,97,10,86
35,StochasticBestGreedy_h1,96,10,94
36,StochasticBestGreedy_h1,95,10,82
37,StochasticBestGreedy_h1,87,10,100
38,StochasticBestGreedy_h1,109,10,89
39,StochasticBestGreedy_h1,94,10,84
40,StochasticBestGreedy_h1,39,10,109
41,StochasticBestGreedy_h1,24,10,117
42,StochasticBestGreedy_h1,87,10,107
43,StochasticBestGreedy_h1,32,10,116
44,StochasticBestGreedy_h1,93,10,96
45,StochasticBestGreedy_h1,37,10,105
46,StochasticBestGreedy_h1,93,10,88
47,StochasticBestGreedy_h1,56,10,110
48,StochasticBestGreedy_h1,121,10,91
49,StochasticBestGreedy_h1,33,10,110
50,StochasticBestGreedy_h1,79,10,96
51,StochasticBestGreedy_h1,109,10,80
52,StochasticBestGreedy_h1,62,10,92
53,-,~,-
54,-,~,-
55,StochasticBestGreedy_h1,469,10,85
56,-,~,-
57,-,~,-
58,-,~,-
59,StochasticBestGreedy_h1,183,10,83
60,-,~,-
61,-,~,-
62,StochasticBestGreedy_h1,142,10,91
63,-,~,-
64,-,~,-
65,StochasticBestGreedy_h1,137,10,91
66,-,~,-
67,-,~,-
68,StochasticBestGreedy_h1,376,10,73
69,StochasticBestGreedy_h1,176,10,91
70,StochasticBestGreedy_h1,96,10,100
71,StochasticBestGreedy_h1,82,10,106
72,StochasticBestGreedy_h1,90,10,96
73,-,~,-
74,-,~,-
75,-,~,-
76,-,~,-
77,StochasticBestGreedy_h1,126,10,88
78,-,~,-
79,StochasticBestGreedy_h1,170,10,92
80,-,~,-
81,-,~,-
82,-,~,-
83,-,~,-
84,-,~,-
85,-,~,-
86,-,~,-
87,StochasticBestGreedy_h1,53,10,117
88,-,~,-
89,-,~,-
90,StochasticBestGreedy_h1,90,10,99
91,-,~,-
92,-,~,-
93,StochasticBestGreedy_h1,194,10,96
94,-,~,-
95,-,~,-
96,StochasticBestGreedy_h1,186,10,87
97,-,~,-
98,-,~,-
99,-,~,-
100,-,~,-
101,-,~,-
