match_number,winner,moves_count,loser's_pieces_left,loser's_moves_left
1,-,~,-
2,AStarAI_h2,295,3,17
3,AStarAI_h2,129,6,31
4,-,~,-
5,AStarAI_h2,167,5,23
6,-,~,-
7,-,~,-
8,-,~,-
9,AStarAI_h2,403,5,19
10,AStarAI_h2,229,4,16
11,-,~,-
12,-,~,-
13,-,~,-
14,AStarAI_h2,147,5,20
15,-,~,-
16,AStarAI_h2,113,3,14
17,AStarAI_h2,181,5,22
18,-,~,-
19,AStarAI_h2,177,5,18
20,-,~,-
21,AStarAI_h2,301,3,13
22,AStarAI_h2,175,6,21
23,AStarAI_h2,139,6,20
24,AStarAI_h2,149,5,22
25,-,~,-
26,AStarAI_h2,265,5,20
27,-,~,-
28,AStarAI_h2,143,6,29
29,AStarAI_h2,153,3,21
30,-,~,-
31,-,~,-
32,AStarAI_h2,157,5,27
33,AStarAI_h2,299,3,13
34,AStarAI_h2,345,4,20
35,-,~,-
36,-,~,-
37,-,~,-
38,-,~,-
39,-,~,-
40,AStarAI_h2,199,6,19
41,-,~,-
42,AStarAI_h2,189,4,17
43,AStarAI_h2,123,5,25
44,AStarAI_h2,167,5,18
45,AStarAI_h2,113,4,10
46,AStarAI_h2,107,4,11
47,-,~,-
48,AStarAI_h2,221,5,27
49,AStarAI_h2,303,4,16
50,AStarAI_h2,155,3,18
51,AStarAI_h2,337,6,21
52,-,~,-
53,-,~,-
54,AStarAI_h2,219,5,17
55,AStarAI_h2,247,6,23
56,AStarAI_h2,129,6,27
57,AStarAI_h2,203,6,28
58,AStarAI_h2,135,5,33
59,AStarAI_h2,131,4,19
60,AStarAI_h2,119,5,9
61,-,~,-
62,-,~,-
63,AStarAI_h2,137,5,27
64,AStarAI_h2,249,4,14
65,AStarAI_h2,173,4,20
66,-,~,-
67,-,~,-
68,-,~,-
69,-,~,-
70,AStarAI_h2,189,5,21
71,AStarAI_h2,297,5,16
72,AStarAI_h2,261,5,23
73,-,~,-
74,-,~,-
75,AStarAI_h2,129,6,25
76,AStarAI_h2,161,4,28
77,-,~,-
78,-,~,-
79,-,~,-
80,AStarAI_h2,127,4,26
81,AStarAI_h2,123,5,32
82,AStarAI_h2,305,3,21
83,AStarAI_h2,219,5,26
84,-,~,-
85,-,~,-
86,AStarAI_h2,245,3,12
87,-,~,-
88,AStarAI_h2,271,4,17
89,-,~,-
90,AStarAI_h2,251,4,19
91,-,~,-
92,-,~,-
93,AStarAI_h2,221,5,15
94,AStarAI_h2,195,4,18
95,-,~,-
96,-,~,-
97,AStarAI_h2,159,3,21
98,AStarAI_h2,277,4,20
99,-,~,-
100,AStarAI_h2,303,4,22
