match_number,winner,moves_count,loser's_pieces_left,loser's_moves_left
1,StochasticGreedy_h2,146,10,90
2,StochasticGreedy_h2,213,10,71
3,StochasticGreedy_h2,211,10,65
4,StochasticGreedy_h2,114,10,83
5,StochasticGreedy_h2,131,10,91
6,StochasticGreedy_h2,147,10,90
7,StochasticGreedy_h2,67,10,95
8,StochasticGreedy_h2,95,10,106
9,StochasticGreedy_h2,147,10,78
10,StochasticGreedy_h2,165,10,78
11,StochasticGreedy_h2,115,10,89
12,StochasticGreedy_h2,129,10,80
13,StochasticGreedy_h2,173,10,83
14,StochasticGreedy_h2,273,10,67
15,StochasticGreedy_h2,122,10,79
16,StochasticGreedy_h2,169,10,69
17,StochasticGreedy_h2,139,10,94
18,StochasticGreedy_h2,185,10,83
19,StochasticGreedy_h2,129,10,89
20,StochasticGreedy_h2,193,10,78
21,StochasticGreedy_h2,173,10,73
22,StochasticGreedy_h2,145,10,79
23,StochasticGreedy_h2,144,10,80
24,StochasticGreedy_h2,155,10,73
25,StochasticGreedy_h2,127,10,77
26,StochasticGreedy_h2,179,8,66
27,StochasticGreedy_h2,235,10,71
28,StochasticGreedy_h2,105,10,98
29,StochasticGreedy_h2,219,10,68
30,StochasticGreedy_h2,107,10,99
31,StochasticGreedy_h2,188,10,87
32,StochasticGreedy_h2,119,10,88
33,StochasticGreedy_h2,155,10,79
34,StochasticGreedy_h2,138,10,97
35,StochasticGreedy_h2,117,10,101
36,StochasticGreedy_h2,99,10,103
37,StochasticGreedy_h2,231,10,75
38,StochasticGreedy_h2,121,10,95
39,StochasticGreedy_h2,119,10,95
40,StochasticGreedy_h2,223,10,80
41,StochasticGreedy_h2,125,10,85
42,StochasticGreedy_h2,89,10,101
43,StochasticGreedy_h2,90,10,110
44,StochasticGreedy_h2,155,10,75
45,StochasticGreedy_h2,124,9,67
46,StochasticGreedy_h2,149,10,77
47,StochasticGreedy_h2,161,10,94
48,StochasticGreedy_h2,111,10,90
49,StochasticGreedy_h2,111,10,93
50,StochasticGreedy_h2,189,10,76
51,StochasticGreedy_h2,122,10,100
52,StochasticGreedy_h2,122,10,91
53,StochasticGreedy_h2,206,10,66
54,StochasticGreedy_h2,198,10,83
55,StochasticGreedy_h2,192,10,81
56,StochasticGreedy_h2,120,10,84
57,StochasticGreedy_h2,173,10,90
58,StochasticGreedy_h2,166,10,84
59,StochasticGreedy_h2,156,10,84
60,StochasticGreedy_h2,154,10,80
61,StochasticGreedy_h2,188,10,64
62,StochasticGreedy_h2,174,10,77
63,StochasticGreedy_h2,178,10,79
64,StochasticGreedy_h2,169,10,79
65,StochasticGreedy_h2,146,10,82
66,StochasticGreedy_h2,141,10,92
67,StochasticGreedy_h2,153,10,93
68,StochasticGreedy_h2,144,10,94
69,StochasticGreedy_h2,99,10,99
70,StochasticGreedy_h2,114,9,66
71,StochasticGreedy_h2,134,10,81
72,StochasticGreedy_h2,132,10,90
73,StochasticGreedy_h2,111,10,85
74,StochasticGreedy_h2,152,10,89
75,StochasticGreedy_h2,178,10,79
76,StochasticGreedy_h2,144,10,78
77,StochasticGreedy_h2,94,10,114
78,StochasticGreedy_h2,186,10,71
79,StochasticGreedy_h2,152,10,79
80,StochasticGreedy_h2,108,10,94
81,StochasticGreedy_h2,186,10,81
82,StochasticGreedy_h2,60,10,97
83,StochasticGreedy_h2,81,10,107
84,StochasticGreedy_h2,174,10,72
85,StochasticGreedy_h2,99,10,108
86,StochasticGreedy_h2,166,10,80
87,StochasticGreedy_h2,132,9,85
88,StochasticGreedy_h2,182,10,85
89,StochasticGreedy_h2,148,10,80
90,StochasticGreedy_h2,54,10,115
91,StochasticGreedy_h2,149,10,98
92,StochasticGreedy_h2,130,10,101
93,StochasticGreedy_h2,144,9,68
94,StochasticGreedy_h2,170,10,72
95,StochasticGreedy_h2,148,10,73
96,StochasticGreedy_h2,150,10,80
97,StochasticGreedy_h2,128,10,89
98,StochasticGreedy_h2,175,10,91
99,StochasticGreedy_h2,144,10,98
100,StochasticGreedy_h2,182,9,73
101,StochasticGreedy_h2,192,10,75
