match_number,winner,moves_count,loser's_pieces_left,loser's_moves_left
1,MCTSAI,95,6,34
2,MCTSAI,98,4,25
3,MCTSAI,100,7,42
4,MCTSAI,86,7,40
5,MCTSAI,106,2,11
6,MCTSAI,100,5,24
7,MCTSAI,86,5,39
8,MCTSAI,102,5,28
9,MCTSAI,104,4,24
10,MCTSAI,90,5,24
11,MCTSAI,116,5,21
12,MCTSAI,106,4,24
13,MCTSAI,106,2,17
14,MCTSAI,112,3,15
15,MCTSAI,92,5,30
16,MCTSAI,108,5,18
17,MCTSAI,120,5,13
18,MCTSAI,78,6,30
19,MCTSAI,98,5,23
20,MCTSAI,88,6,29
21,MCTSAI,102,4,15
22,MCTSAI,98,7,35
23,MCTSAI,122,3,18
24,MCTSAI,74,4,27
25,MCTSAI,118,4,22
26,MCTSAI,100,6,38
27,MCTSAI,92,6,47
28,MCTSAI,106,6,29
29,MCTSAI,102,4,14
30,MCTSAI,100,5,37
31,MCTSAI,96,6,31
32,MCTSAI,108,3,18
33,MCTSAI,92,5,36
34,MCTSAI,122,4,19
35,MCTSAI,94,8,44
36,MCTSAI,94,5,21
37,MCTSAI,92,6,35
38,MCTSAI,100,2,13
39,MCTSAI,104,5,30
40,MCTSAI,92,6,31
41,MCTSAI,92,6,43
42,MCTSAI,106,4,24
43,MCTSAI,86,6,44
44,MCTSAI,108,4,31
45,MCTSAI,96,6,34
46,MCTSAI,98,6,32
47,MCTSAI,116,6,32
48,MCTSAI,86,7,44
49,MCTSAI,88,4,33
50,MCTSAI,110,5,27
51,MCTSAI,108,3,8
52,MCTSAI,103,5,23
53,MCTSAI,125,5,26
54,MCTSAI,97,4,21
55,MCTSAI,119,3,11
56,MCTSAI,107,5,28
57,MCTSAI,83,6,36
58,MCTSAI,91,5,25
59,MCTSAI,101,4,25
60,MCTSAI,113,2,5
61,MCTSAI,105,6,31
62,MCTSAI,99,3,8
63,MCTSAI,113,6,34
64,MCTSAI,89,6,31
65,MCTSAI,117,4,15
66,MCTSAI,113,3,17
67,MCTSAI,88,5,27
68,MCTSAI,107,5,28
69,MCTSAI,107,3,20
70,MCTSAI,103,5,29
71,MCTSAI,103,5,28
72,MCTSAI,105,5,25
73,MCTSAI,105,5,22
74,MCTSAI,109,4,25
75,MCTSAI,111,2,11
76,MCTSAI,113,5,21
77,MCTSAI,101,6,27
78,MCTSAI,103,4,16
79,MCTSAI,105,3,15
80,MCTSAI,97,5,23
81,MCTSAI,107,5,25
82,MCTSAI,93,3,14
83,MCTSAI,105,4,13
84,MCTSAI,99,7,37
85,MCTSAI,101,5,19
86,MCTSAI,101,6,34
87,MCTSAI,101,6,31
88,MCTSAI,115,5,26
89,MCTSAI,99,7,35
90,MCTSAI,103,5,18
91,MCTSAI,101,5,24
92,MCTSAI,101,5,26
93,MCTSAI,95,3,12
94,MCTSAI,99,5,25
95,MCTSAI,77,4,25
96,MCTSAI,107,6,27
97,MCTSAI,87,5,36
98,MCTSAI,117,4,18
99,MCTSAI,99,5,22
100,MCTSAI,71,5,42
101,MCTSAI,105,3,15
