match_number,winner,moves_count,loser's_pieces_left,loser's_moves_left
1,AStarAI_h2,106,3,13
2,AStarAI_h2,135,1,5
3,MCTSAI,120,2,5
4,MCTSAI,124,3,9
5,AStarAI_h2,129,1,1
6,AStarAI_h2,127,1,5
7,AStarAI_h2,97,6,25
8,AStarAI_h2,113,3,13
9,AStarAI_h2,137,2,9
10,AStarAI_h2,125,1,7
