match_number,winner,moves_count,loser's_pieces_left,loser's_moves_left
1,LookAhead_h2,88,7,34
2,LookAhead_h2,101,6,36
3,LookAhead_h2,83,6,27
4,LookAhead_h2,83,6,33
5,LookAhead_h2,79,8,43
6,LookAhead_h2,101,5,18
7,LookAhead_h2,73,4,22
8,LookAhead_h2,97,4,20
9,LookAhead_h2,69,5,25
10,LookAhead_h2,87,8,48
11,LookAhead_h2,87,5,29
12,LookAhead_h2,79,6,30
13,LookAhead_h2,71,6,26
14,LookAhead_h2,75,5,36
15,LookAhead_h2,105,3,13
16,LookAhead_h2,109,4,15
17,LookAhead_h2,101,5,32
18,LookAhead_h2,99,6,32
19,LookAhead_h2,73,7,37
20,LookAhead_h2,81,7,39
21,LookAhead_h2,75,7,36
22,LookAhead_h2,85,7,35
23,LookAhead_h2,71,6,32
24,LookAhead_h2,81,7,38
25,LookAhead_h2,95,7,32
26,LookAhead_h2,91,6,31
27,LookAhead_h2,89,4,27
28,LookAhead_h2,109,3,16
29,LookAhead_h2,91,6,33
30,LookAhead_h2,79,6,45
31,LookAhead_h2,71,7,39
32,LookAhead_h2,79,6,36
33,LookAhead_h2,113,3,12
34,LookAhead_h2,69,10,60
35,LookAhead_h2,73,6,39
36,LookAhead_h2,77,7,38
37,LookAhead_h2,69,7,40
38,LookAhead_h2,73,7,40
39,LookAhead_h2,87,4,15
40,LookAhead_h2,97,5,26
41,LookAhead_h2,83,6,29
42,LookAhead_h2,103,6,31
43,LookAhead_h2,73,7,42
44,LookAhead_h2,93,5,29
45,LookAhead_h2,89,6,29
46,LookAhead_h2,85,7,34
47,LookAhead_h2,93,6,24
48,LookAhead_h2,81,6,27
49,LookAhead_h2,91,4,17
50,LookAhead_h2,101,6,24
51,LookAhead_h2,91,6,36
52,LookAhead_h2,98,6,34
53,LookAhead_h2,78,6,41
54,LookAhead_h2,68,6,51
55,LookAhead_h2,84,5,32
56,LookAhead_h2,100,3,17
57,LookAhead_h2,84,6,33
58,LookAhead_h2,100,7,27
59,LookAhead_h2,54,8,64
60,LookAhead_h2,84,6,44
61,LookAhead_h2,90,5,26
62,LookAhead_h2,102,3,17
63,LookAhead_h2,72,6,35
64,LookAhead_h2,86,7,44
65,LookAhead_h2,76,7,47
66,LookAhead_h2,76,6,40
67,LookAhead_h2,94,4,29
68,LookAhead_h2,96,4,25
69,LookAhead_h2,92,7,44
70,LookAhead_h2,98,5,27
71,LookAhead_h2,86,6,32
72,LookAhead_h2,72,7,49
73,LookAhead_h2,86,5,24
74,LookAhead_h2,94,7,42
75,LookAhead_h2,92,4,21
76,LookAhead_h2,94,4,25
77,LookAhead_h2,110,6,29
78,LookAhead_h2,88,6,35
79,LookAhead_h2,88,3,20
80,LookAhead_h2,106,5,28
81,LookAhead_h2,88,4,25
82,LookAhead_h2,78,6,41
83,LookAhead_h2,96,5,24
84,LookAhead_h2,88,6,38
85,LookAhead_h2,70,7,52
86,LookAhead_h2,78,7,46
87,LookAhead_h2,88,5,28
88,LookAhead_h2,76,7,41
89,LookAhead_h2,92,7,43
90,LookAhead_h2,80,6,30
91,LookAhead_h2,86,6,45
92,LookAhead_h2,82,6,38
93,LookAhead_h2,64,9,74
94,LookAhead_h2,92,5,24
95,LookAhead_h2,88,5,34
96,LookAhead_h2,88,6,30
97,LookAhead_h2,94,4,24
98,LookAhead_h2,94,5,26
99,LookAhead_h2,78,4,22
100,LookAhead_h2,64,4,38
101,LookAhead_h2,88,5,35
