match_number,winner,moves_count,loser's_pieces_left,loser's_moves_left
1,LookAhead_h2,70,5,44
2,LookAhead_h2,71,7,53
3,LookAhead_h2,75,5,30
4,LookAhead_h2,63,6,47
5,LookAhead_h2,87,6,45
6,LookAhead_h2,93,6,34
7,LookAhead_h2,85,4,31
8,LookAhead_h2,87,5,32
9,LookAhead_h2,55,6,55
10,LookAhead_h2,75,6,41
11,LookAhead_h2,91,4,39
12,LookAhead_h2,87,4,21
13,LookAhead_h2,97,5,41
14,LookAhead_h2,61,5,43
15,LookAhead_h2,75,8,72
16,LookAhead_h2,85,7,58
17,LookAhead_h2,81,7,26
18,LookAhead_h2,59,9,51
19,LookAhead_h2,77,6,53
20,LookAhead_h2,103,5,34
21,LookAhead_h2,61,9,71
22,LookAhead_h2,81,5,29
23,LookAhead_h2,97,6,40
24,LookAhead_h2,79,8,55
25,LookAhead_h2,73,6,47
26,LookAhead_h2,55,8,78
27,LookAhead_h2,79,6,44
28,LookAhead_h2,89,9,56
29,LookAhead_h2,87,3,17
30,LookAhead_h2,97,6,26
31,LookAhead_h2,79,5,43
32,LookAhead_h2,71,5,31
33,LookAhead_h2,69,8,69
34,LookAhead_h2,85,7,56
35,LookAhead_h2,77,7,38
36,LookAhead_h2,95,5,34
37,LookAhead_h2,97,5,30
38,LookAhead_h2,87,5,31
39,LookAhead_h2,89,6,41
40,LookAhead_h2,73,8,54
41,LookAhead_h2,93,5,44
42,LookAhead_h2,89,6,56
43,LookAhead_h2,69,5,34
44,LookAhead_h2,69,7,51
45,LookAhead_h2,97,6,32
46,LookAhead_h2,81,7,57
47,LookAhead_h2,71,7,58
48,LookAhead_h2,87,7,47
49,LookAhead_h2,93,7,54
50,LookAhead_h2,73,6,34
51,LookAhead_h2,71,7,50
52,LookAhead_h2,100,3,10
53,LookAhead_h2,88,1,3
54,StochasticBestGreedy_h1,107,1,3
55,LookAhead_h2,80,2,19
56,LookAhead_h2,88,2,10
57,LookAhead_h2,78,4,31
58,LookAhead_h2,80,2,17
59,LookAhead_h2,94,2,10
60,LookAhead_h2,98,1,1
61,LookAhead_h2,96,3,9
62,LookAhead_h2,96,2,15
63,LookAhead_h2,86,4,8
64,LookAhead_h2,116,2,7
65,LookAhead_h2,88,4,23
66,LookAhead_h2,88,2,13
67,LookAhead_h2,100,2,10
68,LookAhead_h2,92,4,16
69,LookAhead_h2,82,5,34
70,LookAhead_h2,98,2,3
71,LookAhead_h2,102,2,9
72,LookAhead_h2,94,4,11
73,LookAhead_h2,68,5,30
74,LookAhead_h2,74,6,22
75,LookAhead_h2,96,3,6
76,LookAhead_h2,76,4,25
77,LookAhead_h2,92,2,4
78,LookAhead_h2,102,1,3
79,LookAhead_h2,74,4,29
80,LookAhead_h2,88,3,14
81,LookAhead_h2,80,4,18
82,LookAhead_h2,72,5,23
83,LookAhead_h2,86,4,12
84,LookAhead_h2,90,2,7
85,LookAhead_h2,88,2,7
86,LookAhead_h2,104,3,8
87,LookAhead_h2,102,2,12
88,LookAhead_h2,84,2,8
89,LookAhead_h2,94,3,10
90,LookAhead_h2,82,4,16
91,LookAhead_h2,112,2,5
92,LookAhead_h2,94,3,14
93,LookAhead_h2,100,3,10
94,LookAhead_h2,98,3,12
95,LookAhead_h2,86,3,15
96,LookAhead_h2,84,4,28
97,LookAhead_h2,96,5,14
98,LookAhead_h2,92,2,6
99,LookAhead_h2,90,5,17
100,LookAhead_h2,84,4,21
101,LookAhead_h2,96,2,8
